clean_prefix,patch_prefix,clean_answer,patch_answer,case,be_conjugations_clean,be_conjugations_clean_tok,be_conjugations_patch,be_conjugations_patch_tok,clean_answer_logits,clean_answer_probs,clean_answer_rank,clean_be_conjugations_rank,clean_be_conjugations_logits_diff,clean_be_conjugations_probs,clean_be_conjugations_probs_diff,patch_answer_logits,patch_answer_probs,patch_answer_rank,patch_be_conjugations_rank,patch_be_conjugations_logits_diff,patch_be_conjugations_probs,patch_be_conjugations_probs_diff
The mothers that the driver hates,The mother that the driver hates, are, is,plural_singular, are,708, is,603,28.26105308532715,0.16118574142456055,1,1,1.6816844940185547,0.16118574142456055,0.13119547069072723,27.89082908630371,0.13446351885795593,1,1,4.810466766357422,0.13446351885795593,0.13336844742298126
The poets that the skater hates,The poet that the skater hates, have, has,plural_singular, are,708, is,603,25.760183334350586,0.010980199091136456,12,0,1.4627819061279297,0.1792675256729126,0.1377507597208023,25.613935470581055,0.010388489812612534,13,0,4.728830337524414,0.20448054373264313,0.20267358422279358
The victims that the minister protects,The victim that the minister protects, go, goes,plural_singular, are,708, is,603,22.389028549194336,0.00042618458974175155,93,0,2.8434925079345703,0.4954020380973816,0.4665587544441223,22.9273738861084,0.0006901753367856145,71,0,3.9029998779296875,0.46448537707328796,0.45511147379875183
The farmer that the chef describes,The farmers that the chef describes, has, have,singular_singular, is,603, are,708,27.247676849365234,0.04714243859052658,3,1,5.060796737670898,0.20863036811351776,0.20730754733085632,26.716659545898438,0.028840847313404083,4,2,2.505483627319336,0.1473308503627777,0.13530333340168
The carpenter that the guards hate,The carpenters that the guards hate, is, are,singular_plural, is,603, are,708,28.21720314025879,0.13295400142669678,1,1,3.648641586303711,0.13295400142669678,0.12949368357658386,27.911739349365234,0.10604563355445862,2,2,1.0715351104736328,0.10604563355445862,0.06972687691450119
The lawyers that the assistants hate,The lawyer that the assistants hate, have, has,plural_plural, are,708, is,603,24.623628616333008,0.006433265749365091,17,2,1.412261962890625,0.08450987935066223,0.06392397731542587,24.88302230834961,0.005429072771221399,24,4,4.450138092041016,0.0593930184841156,0.05869948863983154
The woman that the guard hates,The women that the guard hates, goes, go,singular_singular, is,603, are,708,23.39044952392578,0.0009576816228218377,57,0,5.450349807739258,0.20069687068462372,0.1998349130153656,22.751434326171875,0.0004999860539101064,87,0,0.07021903991699219,0.15765373408794403,0.010690554976463318
The boys that the parents like,The boy that the parents like, have, has,plural_plural, are,708, is,603,25.892166137695312,0.008790269494056702,16,1,1.0020408630371094,0.11992489546537399,0.07589694112539291,25.712629318237305,0.010480969212949276,17,0,3.4643287658691406,0.14093205332756042,0.13652172684669495
The victim that the executive hates,The victims that the executive hates, goes, go,singular_singular, is,603, are,708,22.07984733581543,0.0005296519375406206,81,1,3.806295394897461,0.20454314351081848,0.19999606907367706,21.9189510345459,0.0004421495832502842,81,1,2.2093772888183594,0.22083815932273865,0.19659698009490967
The friends that the architects visit,The friend that the architects visit, do, does,plural_plural, are,708, is,603,24.712669372558594,0.003037335118278861,32,0,4.146697998046875,0.273629754781723,0.2693018615245819,24.433921813964844,0.002370728412643075,34,0,3.2529163360595703,0.3105645477771759,0.29855772852897644
The guy that the chef protects,The guys that the chef protects, is, are,singular_singular, is,603, are,708,29.097850799560547,0.2564737796783447,0,0,4.854585647583008,0.2564737796783447,0.2544752061367035,29.005353927612305,0.23174409568309784,0,0,1.4709815979003906,0.23174409568309784,0.17851249873638153
The doctor that the guard protects,The doctors that the guard protects, is, are,singular_singular, is,603, are,708,29.320363998413086,0.39593371748924255,0,0,4.716346740722656,0.39593371748924255,0.3923909664154053,29.24054718017578,0.3507768511772156,0,0,1.953805923461914,0.3507768511772156,0.3010599911212921
The friend that the assistant visits,The friends that the assistant visits, has, have,singular_singular, is,603, are,708,26.887836456298828,0.03372405469417572,4,0,4.049400329589844,0.30627331137657166,0.3009341061115265,27.216564178466797,0.04643793776631355,3,0,3.4788570404052734,0.28378456830978394,0.2750318944454193
The uncle that the dancer informs,The uncles that the dancer informs, goes, go,singular_singular, is,603, are,708,20.421852111816406,9.609144035493955e-05,148,6,4.5982208251953125,0.03795923292636871,0.03757699206471443,20.62515640258789,0.00014062653644941747,102,4,1.5864200592041016,0.04386521875858307,0.03488789498806
The singer that the dancer protects,The singers that the dancer protects, has, have,singular_singular, is,603, are,708,26.63701057434082,0.029627954587340355,7,0,5.374025344848633,0.25039926171302795,0.24923855066299438,26.585067749023438,0.024331025779247284,9,0,2.290742874145508,0.2911205291748047,0.26166167855262756
The farmer that the parent calls,The farmers that the parent calls, does, do,singular_singular, is,603, are,708,22.124164581298828,0.0007967856363393366,88,0,3.6202335357666016,0.10126780718564987,0.09855622053146362,22.04814910888672,0.0006594983278773725,75,4,2.035310745239258,0.0783722847700119,0.06813374161720276
The athlete that the chef informs,The athletes that the chef informs, goes, go,singular_singular, is,603, are,708,21.599266052246094,0.000280245702015236,76,4,3.4332923889160156,0.06612972915172577,0.06399502605199814,21.672563552856445,0.0003273832844570279,84,4,1.6208076477050781,0.07515528798103333,0.06029416248202324
The athlete that the driver calls,The athletes that the driver calls, has, have,singular_singular, is,603, are,708,22.96579933166504,0.002244697418063879,33,15,3.7426109313964844,0.021228516474366188,0.020725566893815994,24.77358627319336,0.011024819687008858,19,2,3.071605682373047,0.07433862239122391,0.07089327275753021
The singers that the ministers inform,The singer that the ministers inform, go, goes,plural_plural, are,708, is,603,20.66878318786621,0.00012464504106901586,141,4,1.8365516662597656,0.0503973551094532,0.04236572980880737,20.320711135864258,0.00010258796100970358,165,3,1.6974430084228516,0.08087465912103653,0.06606236100196838
The kid that the executive hates,The kids that the executive hates, does, do,singular_singular, is,603, are,708,24.059837341308594,0.0016440525650978088,52,0,4.719947814941406,0.21974797546863556,0.21778878569602966,24.824954986572266,0.0034701128024607897,34,0,1.708791732788086,0.23040157556533813,0.18867942690849304
The lawyer that the drivers inform,The lawyers that the drivers inform, is, are,singular_plural, is,603, are,708,26.60024070739746,0.05436458811163902,6,6,2.1077423095703125,0.05436458811163902,0.047758638858795166,26.522594451904297,0.07850214838981628,3,3,2.883554458618164,0.07850214838981628,0.07411108165979385
The boy that the ministers forgive,The boys that the ministers forgive, does, do,singular_plural, is,603, are,708,24.517005920410156,0.004088721703737974,40,1,1.9442386627197266,0.10537713766098022,0.09029807895421982,25.41083335876465,0.008570868521928787,20,1,1.6019153594970703,0.14309608936309814,0.11426077038049698
The man that the driver informs,The men that the driver informs, has, have,singular_singular, is,603, are,708,24.910423278808594,0.007484359201043844,17,4,3.8960189819335938,0.04720958694815636,0.04625016450881958,24.99013328552246,0.00863166805356741,16,3,1.1954116821289062,0.05172998830676079,0.03607755899429321
The singers that the dancer forgives,The singer that the dancer forgives, go, goes,plural_singular, are,708, is,603,23.358346939086914,0.0009673444437794387,77,0,1.4959449768066406,0.1652829647064209,0.1282534897327423,22.12234115600586,0.00034306998713873327,114,1,4.066066741943359,0.0882628783583641,0.08674963563680649
The doctors that the executive influences,The doctor that the executive influences, have, has,plural_singular, are,708, is,603,27.561817169189453,0.05412115529179573,2,0,2.7977867126464844,0.27836355566978455,0.2613987326622009,27.158245086669922,0.03823870047926903,5,0,2.1949119567871094,0.22572876513004303,0.20058971643447876
The aunt that the parent informs,The aunts that the parent informs, is, are,singular_singular, is,603, are,708,27.093164443969727,0.06576894223690033,4,4,4.033123016357422,0.06576894223690033,0.06460358947515488,26.773420333862305,0.04118594154715538,5,5,1.3544178009033203,0.04118594154715538,0.030555952340364456
The woman that the driver calls,The women that the driver calls, has, have,singular_singular, is,603, are,708,21.893024444580078,0.0009928641375154257,51,15,4.314680099487305,0.015406177379190922,0.015200183726847172,23.233949661254883,0.0031769133638590574,31,5,1.7155723571777344,0.0390106663107872,0.031994178891181946
The kid that the parent visits,The kids that the parent visits, goes, go,singular_singular, is,603, are,708,24.01715087890625,0.0016226833686232567,67,0,3.3344459533691406,0.204279363155365,0.19700001180171967,24.616256713867188,0.004173566587269306,35,0,2.5610294342041016,0.279483437538147,0.25790026783943176
The kid that the skater praises,The kids that the skater praises, is, are,singular_singular, is,603, are,708,29.076982498168945,0.2044711709022522,0,0,3.9325199127197266,0.2044711709022522,0.20046471059322357,29.229455947875977,0.26003801822662354,0,0,2.050497055053711,0.26003801822662354,0.22657868266105652
The teacher that the executives influence,The teachers that the executives influence, is, are,singular_plural, is,603, are,708,28.842119216918945,0.21814782917499542,0,0,1.5700016021728516,0.21814782917499542,0.17276328802108765,29.406524658203125,0.3154255151748657,0,0,3.1034679412841797,0.3154255151748657,0.30126503109931946
The girl that the skaters protect,The girls that the skaters protect, does, do,singular_plural, is,603, are,708,23.576242446899414,0.0011787491384893656,57,0,2.4978771209716797,0.28264886140823364,0.25939831137657166,24.731494903564453,0.003733802353963256,31,0,2.666074752807617,0.3208707571029663,0.29856234788894653
The mothers that the drivers follow,The mother that the drivers follow, go, goes,plural_plural, are,708, is,603,23.20541000366211,0.0007614450296387076,89,0,4.135477066040039,0.3224516808986664,0.31729406118392944,23.24500274658203,0.0007081495714373887,92,0,1.4823837280273438,0.2455991506576538,0.189824640750885
The poets that the dancers visit,The poet that the dancers visit, have, has,plural_plural, are,708, is,603,27.11086654663086,0.03338563069701195,5,0,4.85491943359375,0.3646964430809021,0.36185547709465027,26.34797477722168,0.01571008376777172,9,0,1.7270545959472656,0.3444901704788208,0.2832372784614563
The victim that the driver forgives,The victims that the driver forgives, does, do,singular_singular, is,603, are,708,25.274988174438477,0.005462159402668476,27,0,3.9937286376953125,0.1960325986146927,0.19241954386234283,25.304698944091797,0.007235816679894924,19,0,1.8141403198242188,0.26356199383735657,0.220607191324234
The fathers that the skater hates,The father that the skater hates, do, does,plural_singular, are,708, is,603,23.360671997070312,0.0015610496047884226,48,1,1.3077964782714844,0.15050643682479858,0.10980720072984695,23.288240432739258,0.0012821488780900836,55,0,6.060508728027344,0.15821483731269836,0.15784569084644318
The woman that the skaters protect,The women that the skaters protect, is, are,singular_plural, is,603, are,708,29.03260612487793,0.2863118052482605,0,0,2.267690658569336,0.2863118052482605,0.2566639184951782,29.12595558166504,0.3165097236633301,0,0,2.581613540649414,0.3165097236633301,0.29256516695022583
The kid that the assistants influence,The kids that the assistants influence, is, are,singular_plural, is,603, are,708,28.64540672302246,0.1665298491716385,0,0,1.6171150207519531,0.1665298491716385,0.13347859680652618,29.430612564086914,0.33269834518432617,0,0,3.067972183227539,0.33269834518432617,0.3172227442264557
The girls that the executive hates,The girl that the executive hates, go, goes,plural_singular, are,708, is,603,24.215070724487305,0.001770766219124198,50,0,1.1788043975830078,0.17129546403884888,0.11859704554080963,24.144474029541016,0.0020597728434950113,41,0,5.047367095947266,0.21235059201717377,0.2109859734773636
The victim that the guards hate,The victims that the guards hate, has, have,singular_plural, is,603, are,708,24.90412712097168,0.006493262480944395,19,1,2.814453125,0.17146122455596924,0.16118426620960236,24.962663650512695,0.00757643161341548,14,1,1.9401988983154297,0.23044247925281525,0.19733357429504395
The fathers that the assistants forgive,The father that the assistants forgive, have, has,plural_plural, are,708, is,603,25.820480346679688,0.014599494636058807,16,0,1.6806926727294922,0.1326308697462082,0.1079290434718132,25.027164459228516,0.006968975532799959,26,1,2.6813831329345703,0.09008404612541199,0.08391613513231277
The man that the drivers visit,The men that the drivers visit, does, do,singular_plural, is,603, are,708,22.53010368347168,0.00039759118226356804,88,0,2.9754676818847656,0.2851036787033081,0.2705566883087158,25.187828063964844,0.005588710308074951,20,0,4.075658798217773,0.43355193734169006,0.4261897802352905
The men that the ministers influence,The man that the ministers influence, go, goes,plural_plural, are,708, is,603,23.257884979248047,0.0006314765196293592,85,0,2.2065601348876953,0.2648409605026245,0.23568762838840485,22.751222610473633,0.0004857323656324297,97,0,2.4155426025390625,0.18714824318885803,0.17043237388134003
The mother that the parent calls,The mothers that the parent calls, does, do,singular_singular, is,603, are,708,21.66741371154785,0.000520892150234431,104,5,3.3846912384033203,0.04030916467308998,0.03894316405057907,23.533666610717773,0.0020639009308069944,59,0,2.1701812744140625,0.09254531562328339,0.0819806307554245
The athlete that the minister follows,The athletes that the minister follows, has, have,singular_singular, is,603, are,708,27.511568069458008,0.06089228391647339,3,0,4.294958114624023,0.24168817698955536,0.23839223384857178,27.430038452148438,0.051280781626701355,3,1,3.1001014709472656,0.21125270426273346,0.20173689723014832
The fathers that the dancers follow,The father that the dancers follow, go, goes,plural_plural, are,708, is,603,23.34246826171875,0.0008094531949609518,74,0,3.6863231658935547,0.32083478569984436,0.3127933740615845,23.406410217285156,0.0007956809713505208,73,0,2.0257034301757812,0.24158179759979248,0.20971691608428955
The father that the dancer influences,The fathers that the dancer influences, goes, go,singular_singular, is,603, are,708,22.123817443847656,0.0002665834326762706,122,1,2.6947708129882812,0.1175616979598999,0.10961948335170746,23.453083038330078,0.0009033288806676865,80,0,2.1568374633789062,0.2482479214668274,0.21952801942825317
The doctor that the dancer influences,The doctors that the dancer influences, has, have,singular_singular, is,603, are,708,26.741985321044922,0.026262696832418442,8,0,2.801959991455078,0.19779790937900543,0.18579335510730743,27.098005294799805,0.03568615764379501,5,0,2.0807018280029297,0.22817598283290863,0.19968990981578827
The teachers that the ministers follow,The teacher that the ministers follow, are, is,plural_plural, are,708, is,603,29.307178497314453,0.3322877287864685,0,0,3.348154067993164,0.3322877287864685,0.32060807943344116,29.278701782226562,0.2897619605064392,0,0,1.8993358612060547,0.2897619605064392,0.24639387428760529
The aunts that the ministers hate,The aunt that the ministers hate, are, is,plural_plural, are,708, is,603,28.01386070251465,0.16111546754837036,0,0,1.7621288299560547,0.16111546754837036,0.1334553211927414,27.822677612304688,0.13334651291370392,1,1,3.3485565185546875,0.13334651291370392,0.1286613792181015
The doctor that the skater visits,The doctors that the skater visits, does, do,singular_singular, is,603, are,708,25.308452606201172,0.005513184703886509,19,0,5.205829620361328,0.35719749331474304,0.3552384376525879,25.80381202697754,0.008836839348077774,16,0,3.577686309814453,0.37449911236763,0.3640355169773102
The friends that the driver informs,The friend that the driver informs, do, does,plural_singular, are,708, is,603,21.588607788085938,0.00031335087260231376,77,6,1.6231307983398438,0.043962277472019196,0.03528939560055733,22.26972770690918,0.0005303620710037649,70,3,3.3736495971679688,0.04843008890748024,0.04677066206932068
The farmer that the guard calls,The farmers that the guard calls, is, are,singular_singular, is,603, are,708,26.550060272216797,0.07496851682662964,3,3,4.598503112792969,0.07496851682662964,0.07421381771564484,27.080537796020508,0.08937118202447891,2,2,2.020029067993164,0.08937118202447891,0.07751595228910446
The guy that the dancers hate,The guys that the dancers hate, is, are,singular_plural, is,603, are,708,28.95917510986328,0.19529059529304504,0,0,3.931417465209961,0.19529059529304504,0.1914598047733307,28.223928451538086,0.10078825801610947,1,1,0.7036323547363281,0.10078825801610947,0.05091976001858711
The man that the chef informs,The men that the chef informs, does, do,singular_singular, is,603, are,708,20.176170349121094,7.285764877451584e-05,208,4,4.348489761352539,0.03979010879993439,0.039275769144296646,20.657522201538086,0.00013615319039672613,123,7,1.2910079956054688,0.0373050682246685,0.02704641781747341
The lawyers that the executive informs,The lawyer that the executive informs, go, goes,plural_singular, are,708, is,603,21.173480987548828,0.0001792027906049043,128,2,2.5517635345458984,0.11172246187925339,0.10301435738801956,20.770675659179688,9.991844126489013e-05,163,4,2.768430709838867,0.07198129594326019,0.067463718354702
The poet that the assistants visit,The poets that the assistants visit, goes, go,singular_plural, is,603, are,708,22.855003356933594,0.0005558900884352624,80,0,2.1298446655273438,0.38737332820892334,0.3413317799568176,24.211828231811523,0.0019612747710198164,49,0,4.911140441894531,0.35411256551742554,0.3515048623085022
The father that the ministers like,The fathers that the ministers like, goes, go,singular_plural, is,603, are,708,19.441991806030273,3.1375813705381006e-05,360,5,1.6318683624267578,0.023546544834971428,0.018941691145300865,20.115842819213867,7.607490988448262e-05,285,3,1.7520618438720703,0.02674184925854206,0.022104384377598763
The girls that the architects follow,The girl that the architects follow, do, does,plural_plural, are,708, is,603,25.342817306518555,0.005812992807477713,28,0,2.748647689819336,0.2564515471458435,0.24003496766090393,24.393129348754883,0.002326429123058915,41,0,2.239917755126953,0.18406817317008972,0.16447094082832336
The victim that the guard likes,The victims that the guard likes, has, have,singular_singular, is,603, are,708,25.648948669433594,0.010882409289479256,11,1,4.103572845458984,0.15377283096313477,0.1512334942817688,24.514616012573242,0.003616165369749069,15,2,1.0395736694335938,0.0808122381567955,0.05223659425973892
The singers that the parent describes,The singer that the parent describes, are, is,plural_singular, are,708, is,603,28.605045318603516,0.1992442011833191,1,1,1.6434593200683594,0.1992442011833191,0.16072827577590942,27.992591857910156,0.16302035748958588,1,1,3.921285629272461,0.16302035748958588,0.1597900092601776
The uncle that the skaters influence,The uncles that the skaters influence, has, have,singular_plural, is,603, are,708,26.599876403808594,0.02289661578834057,9,0,2.2502174377441406,0.20516537129878998,0.1835457980632782,26.69121551513672,0.02326100319623947,9,0,2.265810012817383,0.25795719027519226,0.23119518160820007
The singer that the guards protect,The singers that the guards protect, goes, go,singular_plural, is,603, are,708,23.492935180664062,0.000974999857135117,76,0,2.2557735443115234,0.2659457325935364,0.23807662725448608,24.0323543548584,0.001747426576912403,52,0,3.6458587646484375,0.36234191060066223,0.3528851568698883
The victim that the drivers praise,The victims that the drivers praise, is, are,singular_plural, is,603, are,708,28.836288452148438,0.2221267968416214,0,0,2.3615589141845703,0.2221267968416214,0.20118620991706848,29.14371681213379,0.28916361927986145,0,0,3.4903011322021484,0.28916361927986145,0.280346542596817
The mother that the architects describe,The mothers that the architects describe, does, do,singular_plural, is,603, are,708,22.840789794921875,0.0008252482512034476,42,2,3.505401611328125,0.13394348323345184,0.12992052733898163,24.888917922973633,0.004574993625283241,12,1,5.137044906616211,0.2065640240907669,0.20535045862197876
The farmer that the guard hates,The farmers that the guard hates, is, are,singular_singular, is,603, are,708,29.032527923583984,0.28842753171920776,0,0,5.547307968139648,0.28842753171920776,0.28730326890945435,28.53530502319336,0.18456217646598816,0,0,0.38283729553222656,0.18456217646598816,0.05870482325553894
The friends that the guard follows,The friend that the guard follows, do, does,plural_singular, are,708, is,603,24.822265625,0.003844942431896925,36,0,1.357889175415039,0.2994544208049774,0.22243380546569824,24.681856155395508,0.004405396990478039,34,0,4.585062026977539,0.3598575294017792,0.3561858534812927
The lawyer that the architect forgives,The lawyers that the architect forgives, does, do,singular_singular, is,603, are,708,24.268321990966797,0.002628508722409606,40,0,4.06036376953125,0.1027478352189064,0.10097618401050568,24.807287216186523,0.004991583991795778,34,0,1.1275749206542969,0.10371284186840057,0.07012879848480225
The lawyer that the guard praises,The lawyers that the guard praises, goes, go,singular_singular, is,603, are,708,23.570707321166992,0.0009115028660744429,64,0,4.792079925537109,0.22728678584098816,0.2254014015197754,23.577768325805664,0.0009474795660935342,68,0,2.163084030151367,0.2790622413158417,0.24697846174240112
The woman that the executive forgives,The women that the executive forgives, goes, go,singular_singular, is,603, are,708,24.263137817382812,0.002327210269868374,56,0,3.383014678955078,0.2209833562374115,0.2134820818901062,24.344520568847656,0.002345062093809247,56,0,1.672271728515625,0.23831751942634583,0.1935567557811737
The boy that the executive calls,The boys that the executive calls, goes, go,singular_singular, is,603, are,708,14.244481086730957,3.378407029686059e-07,3330,14,3.291492462158203,0.0053400034084916115,0.0051413644105196,19.848617553710938,8.079674444161355e-05,212,7,2.996000289916992,0.02462492696940899,0.023394010961055756
The women that the guard forgives,The woman that the guard forgives, have, has,plural_singular, are,708, is,603,26.33726692199707,0.015604030340909958,11,0,0.6236076354980469,0.16684585809707642,0.07741527259349823,26.405681610107422,0.016536381095647812,11,0,4.3859405517578125,0.1778344064950943,0.1756201535463333
The doctors that the parents call,The doctor that the parents call, go, goes,plural_plural, are,708, is,603,20.21142578125,6.559873145306483e-05,216,1,2.50933837890625,0.08314801752567291,0.07638625055551529,19.58011245727539,4.7979985538404435e-05,247,1,3.492341995239258,0.0799809917807579,0.07754720747470856
The fathers that the parents forgive,The father that the parents forgive, are, is,plural_plural, are,708, is,603,27.148849487304688,0.08452964574098587,3,3,1.163675308227539,0.08452964574098587,0.058127984404563904,26.702465057373047,0.10521087050437927,1,1,2.9982070922851562,0.10521087050437927,0.09996332973241806
The doctors that the chefs visit,The doctor that the chefs visit, have, has,plural_plural, are,708, is,603,27.588489532470703,0.05463549867272377,2,0,4.738376617431641,0.3886865973472595,0.3852844834327698,27.337894439697266,0.039581749588251114,4,0,3.52716064453125,0.35226181149482727,0.3419094681739807
The singers that the parent calls,The singer that the parent calls, go, goes,plural_singular, are,708, is,603,21.084558486938477,0.00016942831280175596,155,1,2.319540023803711,0.09432008862495422,0.08504664897918701,18.301921844482422,1.880413583421614e-05,622,6,3.1121692657470703,0.036614034324884415,0.03498455137014389
The uncles that the guards describe,The uncle that the guards describe, go, goes,plural_plural, are,708, is,603,22.94570541381836,0.0006735945935361087,71,0,3.7791099548339844,0.28776031732559204,0.2811869978904724,22.571117401123047,0.0005656138528138399,62,1,3.918071746826172,0.19006596505641937,0.18628756701946259
The mothers that the chef likes,The mother that the chef likes, do, does,plural_singular, are,708, is,603,23.01781463623047,0.0010201019467785954,40,2,1.4986934661865234,0.07515056431293488,0.05836028605699539,23.021318435668945,0.000872030679602176,52,1,5.217784881591797,0.1309431493282318,0.1302335262298584
The athlete that the guard visits,The athletes that the guard visits, does, do,singular_singular, is,603, are,708,24.280550003051758,0.002575888764113188,46,0,3.891935348510742,0.33481261134147644,0.32798048853874207,24.600248336791992,0.0033711325377225876,33,0,3.640209197998047,0.3742862343788147,0.36446240544319153
The aunts that the architect influences,The aunt that the architect influences, do, does,plural_singular, are,708, is,603,23.414426803588867,0.0010952088050544262,61,1,1.727212905883789,0.12375062704086304,0.10175033658742905,21.005786895751953,0.00016192876501008868,143,2,2.367919921875,0.07284916192293167,0.06602498888969421
The aunt that the driver hates,The aunts that the driver hates, goes, go,singular_singular, is,603, are,708,21.05203628540039,0.00028083560755476356,102,1,5.2712249755859375,0.10282135754823685,0.10229313373565674,21.141382217407227,0.0003176092286594212,91,1,1.1579093933105469,0.10249707847833633,0.07029841840267181
The victims that the skaters forgive,The victim that the skaters forgive, are, is,plural_plural, are,708, is,603,28.834415435791016,0.23394909501075745,0,0,1.7174758911132812,0.23394909501075745,0.19195085763931274,28.706838607788086,0.19663459062576294,0,0,1.9615955352783203,0.19663459062576294,0.16898110508918762
The lawyers that the parents protect,The lawyer that the parents protect, do, does,plural_plural, are,708, is,603,25.242847442626953,0.007396601140499115,21,0,2.9519100189208984,0.17643369734287262,0.16721683740615845,22.681854248046875,0.0009462983580306172,67,1,3.085847854614258,0.06460442394018173,0.06165256351232529
The guys that the ministers protect,The guy that the ministers protect, go, goes,plural_plural, are,708, is,603,24.200584411621094,0.0016239568358287215,60,0,2.7101688385009766,0.22876904904842377,0.21355006098747253,23.293500900268555,0.0005893343477509916,110,0,2.1202526092529297,0.1992724984884262,0.17535953223705292
The girls that the driver influences,The girl that the driver influences, go, goes,plural_singular, are,708, is,603,23.42999839782715,0.000710362393874675,88,0,1.6536140441894531,0.2413637638092041,0.1951771080493927,23.04975128173828,0.000552067591343075,97,0,2.8842506408691406,0.18962013721466064,0.17902100086212158
The man that the skater likes,The men that the skater likes, goes, go,singular_singular, is,603, are,708,24.46263885498047,0.0023649074137210846,37,0,5.622459411621094,0.24512356519699097,0.2442372590303421,23.648521423339844,0.000915002659894526,67,1,0.5962371826171875,0.1504760980606079,0.06758173555135727
The aunt that the minister likes,The aunts that the minister likes, does, do,singular_singular, is,603, are,708,22.707263946533203,0.0008915946818888187,47,1,5.395839691162109,0.10418779402971268,0.10371526330709457,23.400711059570312,0.001803239923901856,30,1,1.5061016082763672,0.12174378335475922,0.09474431723356247
The poet that the dancers follow,The poets that the dancers follow, does, do,singular_plural, is,603, are,708,24.716703414916992,0.002776209730654955,36,0,1.9075736999511719,0.28575560450553894,0.24333801865577698,25.23291015625,0.0050482661463320255,26,0,3.313505172729492,0.33133968710899353,0.31928277015686035
The uncle that the minister protects,The uncles that the minister protects, goes, go,singular_singular, is,603, are,708,22.806020736694336,0.00049865513574332,100,0,5.795215606689453,0.312629371881485,0.31167832016944885,23.109039306640625,0.000664714549202472,95,0,2.279632568359375,0.30847829580307007,0.27691423892974854
The mother that the assistant praises,The mothers that the assistant praises, is, are,singular_singular, is,603, are,708,28.98227882385254,0.2519887685775757,0,0,4.332674026489258,0.2519887685775757,0.24867954850196838,29.1748046875,0.2924513816833496,0,0,3.0302734375,0.2924513816833496,0.27832525968551636
The uncle that the driver praises,The uncles that the driver praises, does, do,singular_singular, is,603, are,708,23.490243911743164,0.0011041613761335611,68,0,4.454811096191406,0.18441824615001678,0.18227484822273254,24.603612899780273,0.0031229881569743156,31,0,2.332338333129883,0.27082452178001404,0.24453599750995636
The girls that the dancers protect,The girl that the dancers protect, go, goes,plural_plural, are,708, is,603,23.75568199157715,0.0013759869616478682,56,0,2.814291000366211,0.31077179312705994,0.2921418845653534,23.215181350708008,0.0007486817194148898,74,0,2.429788589477539,0.26900991797447205,0.245322123169899
The lawyers that the assistant praises,The lawyer that the assistant praises, do, does,plural_singular, are,708, is,603,25.452699661254883,0.00622926838696003,16,0,2.506467819213867,0.26415473222732544,0.2426113784313202,24.7608699798584,0.0031413615215569735,34,0,5.279542922973633,0.23540166020393372,0.2342023402452469
The fathers that the executive calls,The father that the executive calls, have, has,plural_singular, are,708, is,603,23.409439086914062,0.0026881061494350433,30,9,2.7163848876953125,0.018639663234353065,0.017407333478331566,22.401081085205078,0.0020085847936570644,39,15,4.318485260009766,0.011292231269180775,0.011141818016767502
The farmer that the chef follows,The farmers that the chef follows, goes, go,singular_singular, is,603, are,708,24.5373592376709,0.002667779801413417,37,0,5.661725997924805,0.2290867567062378,0.22829033434391022,23.810497283935547,0.001226693973876536,58,0,1.9107074737548828,0.18613581359386444,0.15859223902225494
The carpenters that the parent follows,The carpenter that the parent follows, go, goes,plural_singular, are,708, is,603,23.613784790039062,0.0015100381569936872,68,0,1.264749526977539,0.13947749137878418,0.10010160505771637,23.761381149291992,0.0015116187278181314,67,0,3.743255615234375,0.20536145567893982,0.20049913227558136
The girls that the dancers influence,The girl that the dancers influence, do, does,plural_plural, are,708, is,603,24.35433578491211,0.0020766935776919127,50,0,2.098285675048828,0.3166292905807495,0.27778947353363037,22.937889099121094,0.000573995232116431,90,0,1.7100448608398438,0.24823486804962158,0.20333968102931976
The aunt that the architect forgives,The aunts that the architect forgives, has, have,singular_singular, is,603, are,708,26.07436180114746,0.01696876995265484,12,0,4.81730842590332,0.10911759734153748,0.10823499411344528,25.578548431396484,0.009834730066359043,19,0,1.1700458526611328,0.11079340428113937,0.07640837132930756
The teachers that the architects visit,The teacher that the architects visit, go, goes,plural_plural, are,708, is,603,24.265626907348633,0.002023168606683612,49,0,4.455373764038086,0.36659491062164307,0.36233654618263245,23.393600463867188,0.0008793130400590599,58,0,3.130126953125,0.3850719928741455,0.3682396411895752
The father that the executives follow,The fathers that the executives follow, does, do,singular_plural, is,603, are,708,24.975582122802734,0.004728079307824373,28,0,2.027627944946289,0.2510065734386444,0.21796220541000366,25.699647903442383,0.008901425637304783,19,0,2.5349960327148438,0.31739404797554016,0.2922367453575134
The doctors that the minister informs,The doctor that the minister informs, have, has,plural_singular, are,708, is,603,25.095247268676758,0.012185775674879551,10,3,1.8693084716796875,0.05787089467048645,0.04894544929265976,25.10579490661621,0.008785124868154526,16,4,2.9611473083496094,0.04135507345199585,0.03921455517411232
The poet that the minister follows,The poets that the minister follows, goes, go,singular_singular, is,603, are,708,23.57997703552246,0.0011387595441192389,64,0,4.342496871948242,0.36140212416648865,0.35670244693756104,23.228044509887695,0.0007453811122104526,86,0,2.4968605041503906,0.3330073058605194,0.30558645725250244
